stockid,year,TCbest,TBbest,TBdivTBmsy,areaid,stocklong,scientificname,commonname,group,kingdom,phylum,class,order,family,genus,AphiaID,Vulnerability,LongevityWild,Length,resilience_score,adjusted_catch,smoothed_catch,status,trend
COD1IN,1986,5300,27300,NA,multinational-ICES-1IN,Atlantic cod NAFO Subarea 1 (inshore),Gadus morhua,Atlantic cod,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,1060,2249.3333333333335,NA,535.333333333354
CODBA2224,1986,0,0,NA,multinational-ICES-22-24,Atlantic cod Baltic Areas 22 and 24,Gadus morhua,Atlantic cod,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,0,0,NA,-324.80000000003656
CODBA2532,1986,256000,532000,NA,multinational-ICES-25-32,Atlantic cod Baltic Areas 25-32,Gadus morhua,Atlantic cod,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,51200,65266.666666666664,NA,-869.3333333333376
CODFABNK,1986,1840,0,NA,multinational-ICES-Vb2,Atlantic cod Faroe Bank,Gadus morhua,Atlantic cod,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,368,462.6666666666667,NA,-8.820000000000421
CODFAPL,1986,34600,95800,NA,multinational-ICES-Vb1,Atlantic cod Faroe Plateau,Gadus morhua,Atlantic cod,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,6920,7406.666666666667,NA,-73.73333333334345
CODIabdce,1986,982,0,NA,multinational-ICES-Iabdce,Atlantic cod ICES Iabdce,Gadus morhua,Atlantic cod,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,196.4,982.8,NA,142.55999999998664
CODICE,1986,365000,854000,NA,multinational-ICES-Va,Atlantic cod Iceland,Gadus morhua,Atlantic cod,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,73000,64666.666666666664,NA,-1633.3333333336186
CODIf-XIV,1986,5070,56600,NA,multinational-ICES-If-XIV,Atlantic cod ICES If-XIV,Gadus morhua,Atlantic cod,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,1014,1484,NA,281.86666666667435
CODIIIaW-IV-VIId,1986,232000,747000,NA,multinational-ICES-IIIaW-IV-VIId,Atlantic cod IIIa (west) and IV-VIId,Gadus morhua,Atlantic cod,3,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,46400,50800,NA,-332.0000000000663
CODIS,1986,10000,39700,NA,multinational-ICES-VIIa,Atlantic cod Irish Sea,Gadus morhua,Atlantic cod,3,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,2000,1925.3333333333333,NA,-21.186666666666806
CODNEAR,1986,430000,1340000,NA,multinational-ICES-I-II,Atlantic cod Northeast Arctic,Gadus morhua,Atlantic cod,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,86000,67733.33333333333,NA,-14406.666666668516
CODNEARNCW,1986,68900,0,NA,multinational-ICES-I-II-NCW,Atlantic cod Northeast Arctic (Norwegian coastal waters),Gadus morhua,Atlantic cod,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,13780,14613.333333333334,NA,918.0000000000073
CODVIa,1986,12100,34100,NA,multinational-ICES-VIa,Atlantic cod West of Scotland,Gadus morhua,Atlantic cod,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,2420,3553.3333333333335,NA,-21.066666666666794
CODVIb,1986,1600,0,NA,multinational-ICES-VIb,Atlantic cod Rockall Bank,Gadus morhua,Atlantic cod,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,320,306,NA,-1.286666666666651
CODVIIek,1986,10500,20900,NA,multinational-ICES-VIIe-k,Atlantic Cod Celtic Sea,Gadus morhua,Atlantic Cod,3,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,126436,65.4,25,200,0.2,2100,1696.6666666666667,NA,-250.53333333333458
CUSKVa-XIV,1986,5380,41200,NA,multinational-ICES-Va-XIV,Tusk Va and XIV,Brosme brosme,Tusk,4,Animalia,Chordata,Teleostei,Gadiformes,Lotidae,Brosme,126447,57.54,20,120,0.4,2152,2150.6666666666665,NA,-465.46666666670694
DAB2232,1986,2000,0,NA,multinational-ICES-22-32,Dab Baltic Areas 22-32,Limanda limanda,Dab,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Limanda,127139,40.27,12,40,0.4,800,812,NA,-28.533333333329356
DABIIIa-IV,1986,0,0,NA,multinational-ICES-IIIa-IV,Dab IIIa and North Sea,Limanda limanda,Dab,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Limanda,127139,40.27,12,40,0.4,0,0,NA,-35.999999999961865
EBASSIVbc-VII,1986,0,15600,NA,multinational-ICES-IVbc-VII,European seabass IVbc and VII,Dicentrarchus labrax,European seabass,3,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Moronidae,Dicentrarchus,126975,66.07,30,103,0.2,0,NA,NA,-140.4000000000111
EBASSVIIIc-IXa,1986,580,0,NA,multinational-ICES-VIIIc-IXa,European seabass VIIIc and IXa,Dicentrarchus labrax,European seabass,1,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Moronidae,Dicentrarchus,126975,66.07,30,103,0.2,116,115.73333333333333,NA,6.973333333333051
EFLOUN2223,1986,1840,0,NA,multinational-ICES-2223,European flounder Subdivisions 22-23,Platichthys flesus,European flounder,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Platichthys,127141,48.72,15,60,0.4,736,868,NA,-25.59999999999596
EFLOUN2425,1986,7490,0,NA,multinational-ICES-2425,European flounder Subdivisions 24-25,Platichthys flesus,European flounder,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Platichthys,127141,48.72,15,60,0.4,2996,2538.6666666666665,NA,-113.33333333330697
EFLOUN27-2932,1986,952,0,NA,multinational-ICES-27-2932,European flounder Subdivisions 27 and 29-32,Platichthys flesus,European flounder,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Platichthys,127141,48.72,15,60,0.4,380.8,496.26666666666665,NA,-3.413333333333417
EFLOUNIIIa-IV,1986,0,0,NA,multinational-ICES-IIIa-IV,European flounder IIIa and North Sea,Platichthys flesus,European flounder,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Platichthys,127141,48.72,15,60,0.4,0,0,NA,153.86666666666378
EPOLLIV-IIIa,1986,0,0,NA,multinational-ICES-IIIa-IV,European pollack IIIa and North Sea,Pollachius pollachius,European pollack,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Pollachius,126440,59.11,8,130,0.4,0,0,NA,128.5333333333338
EPOLLVIII-IXa,1986,2810,0,NA,multinational-ICES-VIII-IXa,European pollack VIII and IXa,Pollachius pollachius,European pollack,1,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Pollachius,126440,59.11,8,130,0.4,1124,NA,NA,-9.866666666666543
FMEG8c9a,1986,1410,5170,NA,multinational-ICES-VIIIc-IXa,Fourspotted megrim ICES VIIIc-IXa,Lepidorhombus boscii,Fourspotted megrim,1,Animalia,Chordata,Teleostei,Pleuronectiformes,Scophthalmidae,Lepidorhombus,127145,47.78,NA,40,0.4,564,NA,NA,-66.40000000000906
GGURNIIIa-IV-VIId,1986,0,0,NA,multinational-ICES-IIIa-IV-VIId,"Grey gurnard IIIa, VIId and North Sea",Eutrigla gurnardus,Grey gurnard,3,Animalia,Chordata,Teleostei,Perciformes,Triglidae,Eutrigla,150637,55.31,NA,60,0.4,0,0,NA,536.0000000000022
GHALNEAR,1986,22900,0,NA,multinational-ICES-I-II,Greenland halibut Northeast Arctic,Reinhardtius hippoglossoides,Greenland halibut,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Reinhardtius,127144,71.36,36,110,0.2,4580,4313.333333333333,NA,345.33333333331194
GHALV-VI-XII-XIV,1986,33000000,0,NA,multinational-ICES-V-VI-XII-XIV,Greenland halibut V-VI-XII-XIV,Reinhardtius hippoglossoides,Greenland halibut,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Reinhardtius,127144,71.36,36,110,0.2,6600000,6606666.666666667,NA,-374666.66666670603
GOLDREDNEAR,1986,30200,0,NA,multinational-ICES-I-II,Golden Redfish Northeast Arctic,Sebastes norvegicus,Golden Redfish,4,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,151324,70.98,60,100,0.2,6040,NA,NA,-63.40000000000021
GOLDREDV-VI-XII-XIV,1986,77100,474000,NA,multinational-ICES-V-VI-XII-XIV,Golden Redfish V-VI-XII-XIV,Sebastes norvegicus,Golden Redfish,4,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,151324,70.98,60,100,0.2,15420,16780,NA,-374.0000000000612
GSSMELTVIb-VII-VIII-IX-X-XII,1986,258,0,NA,multinational-ICES-VIb-VII-VIII-IX-X-XII,Greater silver smelt ICES VIb-VII-VIII-IX-X-XII,Argentina silus,Greater silver smelt,3,Animalia,Chordata,Teleostei,Argentiniformes,Argentinidae,Argentina,126715,66.29,35,70,0.2,51.6,28.066666666666666,NA,-0.7933333333332847
HADFAPL,1986,14500,78500,NA,multinational-ICES-Vb1,Haddock Faroe Plateau,Melanogrammus aeglefinus,Haddock,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Melanogrammus,126437,54.8,20,112,0.4,5800,5600,NA,-64.53333333334442
HADICE,1986,48900,96500,NA,multinational-ICES-Va,Haddock Iceland,Melanogrammus aeglefinus,Haddock,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Melanogrammus,126437,54.8,20,112,0.4,19560,19773.333333333332,NA,-1344.0000000001344
HADNEAR,1986,101000,352000,NA,multinational-ICES-I-II,Haddock Northeast Arctic,Melanogrammus aeglefinus,Haddock,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Melanogrammus,126437,54.8,20,112,0.4,40400,22266.666666666668,NA,-11546.666666666719
HADNS-IIIa-VIa,1986,224000,1070000,NA,multinational-ICES-NS-IIIa-VIa,Haddock North Sea and IIIa-VIa,Melanogrammus aeglefinus,Haddock,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Melanogrammus,126437,54.8,20,112,0.4,89600,95733.33333333333,NA,-1532.000000000172
HAKENRTN,1986,57100,80400,NA,multinational-ICES-IIIa-IV-VI-VII-VIIIabd,Hake Northeast Atlantic North,Merluccius merluccius,Hake,2,Animalia,Chordata,Teleostei,Gadiformes,Merlucciidae,Merluccius,126484,65.89,20,140,0.2,11420,11766.666666666666,NA,-453.33333333342017
HAKESOTH,1986,17200,46400,NA,multinational-ICES-VIIIc-IXa,Hake Northeast Atlantic South,Merluccius merluccius,Hake,1,Animalia,Chordata,Teleostei,Gadiformes,Merlucciidae,Merluccius,126484,65.89,20,140,0.2,3440,3886.6666666666665,NA,-280.66666666669596
HERR2529-32,1986,241000,1760000,NA,multinational-ICES-2529-32,Herring Subdivisions 25-29 and 32,Clupea harengus,Herring,4,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,126417,40.97,25,45,0.4,96400,106000,NA,3746.666666666703
HERR30-31,1986,35600,350000,NA,multinational-ICES-30-31,Herring Subdivisions 30-31,Clupea harengus,Herring,4,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,126417,40.97,25,45,0.4,14240,14066.666666666666,NA,-2626.6666666670353
HERRIsum,1986,0,0,NA,multinational-ICES-Va,Herring Iceland (Summer spawners),Clupea harengus,Herring,4,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,126417,40.97,25,45,0.4,0,0,NA,-4798.666666667189
HERRNIRS,1986,7440,47300,NA,multinational-ICES-VIIa,Herring Northern Irish Sea,Clupea harengus,Herring,3,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,126417,40.97,25,45,0.4,2976,2760,NA,-223.7333333333565
HERRNORSS,1986,0,0,NA,multinational-ICES-I-II-IVa-V-XIVa,Norwegian Spring Spawning Herring,Clupea harengus,Herring,4,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,126417,40.97,25,45,0.4,0,NA,NA,-58440.00000000028
HERRNS-IIIa-VIId,1986,671000,4700000,NA,multinational-ICES-IIIa-IV-VIId,"Herring IIIa, VIId and North Sea",Clupea harengus,Herring,3,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,126417,40.97,25,45,0.4,268400,228533.33333333334,NA,-10240.000000001502
HERRRIGA,1986,16900,86700,NA,multinational-ICES-28,Herring ICES 28,Clupea harengus,Herring,4,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,126417,40.97,25,45,0.4,6760,6440,NA,-501.33333333341767
HERRSIRS,1986,25000,176000,NA,multinational-ICES-VIIa-g-h-j,Herring ICES VIIa-g-h-j,Clupea harengus,Herring,3,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,126417,40.97,25,45,0.4,10000,9626.666666666666,NA,-929.3333333334313
HERRVIa,1986,70800,317000,NA,multinational-ICES-VIa,Herring ICES VIa,Clupea harengus,Herring,4,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,126417,40.97,25,45,0.4,28320,22120,NA,-107.99999999998754
HERRVIaVIIbc,1986,99500,1000000,NA,multinational-ICES-VIa-VIIb-VIIc,Herring ICES VIa-VIIb-VIIc,Clupea harengus,Herring,3,Animalia,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,126417,40.97,25,45,0.4,39800,32733.333333333332,NA,-2294.9333333335517
HMACKIIa-IVa-Vb-VIa-VII-VIII,1986,137000,5020000,NA,multinational-ICES-IIa-IVa-Vb-VIa-VII-VIII,Horse mackerel IIa-IVa-Vb-VIa-VII-VIII,Trachurus trachurus,Horse mackerel,3,Animalia,Chordata,Teleostei,Carangiformes,Carangidae,Trachurus,126822,56.3,NA,70,0.4,54800,43933.333333333336,NA,-10685.333333333396
HMACKIIIa-IVbc-VIId,1986,24300,0,NA,multinational-ICES-IIIa-IVbc-VIId,Horse mackerel IIIa-IVbc-VIId,Trachurus trachurus,Horse mackerel,3,Animalia,Chordata,Teleostei,Carangiformes,Carangidae,Trachurus,126822,56.3,NA,70,0.4,9720,10586.666666666666,NA,-1058.666666666593
LINGVa,1986,3600,17000,NA,multinational-ICES-Va,Ling Iceland Grounds,Molva molva,Ling,4,Animalia,Chordata,Teleostei,Gadiformes,Lotidae,Molva,126461,77.21,25,200,0.2,720,728.6666666666666,NA,-298.3333333333689
LSOLEIIIa-IV-VIId,1986,0,0,NA,multinational-ICES-IIIa-IV-VIId,"Lemon sole IIIa, VIId and North Sea",Microstomus kitt,Lemon sole,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Microstomus,127140,51.36,23,65,0.4,0,0,NA,535.5999999999656
MACKNEICES,1986,602000,4880000,NA,multinational-ICES-IIa-IIIabd-IV-Vb-VI-VII-VIIIabcde-XII-XIV-Ixa,Mackerel ICES Northeast Atlantic,Scomber scombrus,Mackerel,2,Animalia,Chordata,Teleostei,Scombriformes,Scombridae,Scomber,127023,30.18,17,60,0.6,361200,371600,NA,-9320.00000000024
MEG8c9a,1986,705,2580,NA,multinational-ICES-VIIIc-IXa,Megrim ICES VIIIc-IXa,Lepidorhombus whiffiagonis,Megrim,1,Animalia,Chordata,Teleostei,Pleuronectiformes,Scophthalmidae,Lepidorhombus,127146,59.63,16,60,0.4,282,NA,NA,-10.33333333333462
MEGSPPIVa-VIa,1986,4050,0,NA,multinational-ICES-IVa-VIa,Megrim spp. IVa and VIa,Lepidorhombus spp,Megrim spp.,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MEGVII-VIIIabd,1986,21200,90200,NA,multinational-ICES-VII-VIIIabd,Megrim VII-VIIIabd,Lepidorhombus whiffiagonis,Megrim,2,Animalia,Chordata,Teleostei,Pleuronectiformes,Scophthalmidae,Lepidorhombus,127146,59.63,16,60,0.4,8480,7946.666666666667,NA,-750.6666666667304
NEPHFU11,1986,3380,0,NA,multinational-ICES-FU11,Norway lobster North Minch (FU 11),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU12,1986,3480,0,NA,multinational-ICES-FU12,Norway lobster South Minch (FU 12),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU13,1986,4340,0,NA,multinational-ICES-FU13,Norway lobster Firth of Clyde and Sound of Jura (FU 13),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU15,1986,9980,0,NA,multinational-ICES-FU15,Norway lobster Irish Sea West (FU 15),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU16,1986,2590,0,NA,multinational-ICES-FU16,Norway lobster Porcupine Bank (FU 16),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU17,1986,148,0,NA,multinational-ICES-FU17,Norway lobster Aran Grounds (FU 17),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU25,1986,364,0,NA,multinational-ICES-FU25,Norway lobster North Galicia (FU 25),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU2627,1986,694,0,NA,multinational-ICES-FU2627,Norway lobster West Galicia and North Portugal (FU 26-27),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU2829,1986,465,0,NA,multinational-ICES-FU2829,Norway lobster South-West and South Portugal (FU 28-29),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU31,1986,127,0,NA,multinational-ICES-FU31,Norway lobster Cantabrian Sea (FU 31),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU3-4,1986,0,0,NA,multinational-ICES-FU3-4,Norway lobster Skagerak Kattegat (FU 3-4),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHFU6,1986,2020,0,NA,multinational-ICES-FU6,Norway lobster Farn Deeps (FU 6),Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHVIa,1986,89,0,NA,multinational-ICES-VIa,Norway lobster West of Scotland,Nephrops norvegicus,Norway lobster,4,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NEPHVII,1986,113,0,NA,multinational-ICES-VII,Norway lobster ICES VII,Nephrops norvegicus,Norway lobster,3,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,107254,NA,NA,NA,NA,NA,NA,NA,NA
NPOUTIIIa-IV,1986,181000,120000,NA,multinational-ICES-IIIa-IV,Norway pout IIIa and North Sea,Trisopterus esmarkii,Norway pout,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Trisopterus,126444,31.79,5,35,0.6,108600,157000,NA,600.3999999999915
NPOUTVIb,1986,5830,0,NA,multinational-ICES-VIb,Norway pout Rockall Bank,Trisopterus esmarkii,Norway pout,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Trisopterus,126444,31.79,5,35,0.6,3498,2940,NA,0.5288000000000251
PANDALI-II,1986,65300,1.13,NA,multinational-ICES-I-II,Northern shrimp North-East Arctic,Pandalus borealis,Northern shrimp,4,Animalia,Arthropoda,Malacostraca,Decapoda,Pandalidae,Pandalus,107649,NA,NA,NA,NA,NA,NA,NA,NA
PANDALIIIaW-IVaE,1986,0,0,NA,multinational-ICES-IIIaW-IVaE,Northern shrimp IIIa (west) and IVa (east),Pandalus borealis,Northern shrimp,4,Animalia,Arthropoda,Malacostraca,Decapoda,Pandalidae,Pandalus,107649,NA,NA,NA,NA,NA,NA,NA,NA
PANDALIVa,1986,3720,0,NA,multinational-ICES-IVa,Northern shrimp Northern North Sea,Pandalus borealis,Northern shrimp,4,Animalia,Arthropoda,Malacostraca,Decapoda,Pandalidae,Pandalus,107649,NA,NA,NA,NA,NA,NA,NA,NA
PLAIC7d,1986,0,16300,NA,multinational-ICES-VIId,European Plaice ICES VIId,Pleuronectes platessa,European Plaice,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,127143,71.05,50,100,0.2,0,0,NA,-59.53333333333959
PLAICCELT,1986,1690,0,NA,multinational-ICES-VIIf-g,European Plaice ICES VIIf-g,Pleuronectes platessa,European Plaice,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,127143,71.05,50,100,0.2,338,310,NA,-1.5333333333333385
PLAICECHW,1986,2080,1.08,NA,multinational-ICES-VIIe,European Plaice ICES VIIe,Pleuronectes platessa,European Plaice,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,127143,71.05,50,100,0.2,416,368,NA,3.733333333333277
PLAICIS,1986,5370,16900,NA,multinational-ICES-VIIa,European Plaice Irish Sea,Pleuronectes platessa,European Plaice,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,127143,71.05,50,100,0.2,1074,1062,NA,-14.13333333333436
PLAICNS,1986,309000,729000,NA,multinational-ICES-IV,European Plaice North Sea,Pleuronectes platessa,European Plaice,4,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,127143,71.05,50,100,0.2,61800,51866.666666666664,NA,-2073.333333333576
PLAICVIIbc,1986,130,0,NA,multinational-ICES-VIIbc,European Plaice VIIbc,Pleuronectes platessa,European Plaice,3,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,127143,71.05,50,100,0.2,26,27.666666666666668,NA,-0.09266666666667622
POLLFAPL,1986,41700,191000,NA,multinational-ICES-Vb1,Pollock Faroe Plateau,Pollachius virens,Pollock,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Pollachius,126441,58.6,25,130,0.4,16680,18800,NA,-553.3333333333763
POLLIEG,1986,65200,319000,NA,multinational-ICES-Va,Pollock Iceland Grounds,Pollachius virens,Pollock or saithe,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Pollachius,126441,58.6,25,130,0.4,26080,23906.666666666668,NA,-1556.0000000001694
POLLNEAR,1986,67400,270000,NA,multinational-ICES-I-II,Pollock Northeast Arctic,Pollachius virens,Pollock,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Pollachius,126441,58.6,25,130,0.4,26960,44453.333333333336,NA,-3413.333333333674
POLLNS-VI-IIIa,1986,233000,491000,NA,multinational-ICES-IIIa-IV-VI,"Pollock ICES IIIa, VI and North Sea",Pollachius virens,Pollock,4,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Pollachius,126441,58.6,25,130,0.4,93200,99733.33333333333,NA,-2054.6666666668953
PORSHARNEATL,1986,399,0,NA,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Porbeagle shark Northeast Atlantic,Lamna nasus,Porbeagle shark,3,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Lamna,105841,74.1,65,350,0.2,79.80000000000001,85.93333333333334,NA,-9.739999999999764
RBRMIX,1986,0,0,NA,multinational-ICES-IX,Red seabream IX,Pagellus bogaraveo,Red seabream,4,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Pagellus,127059,63.82,15,70,0.2,0,0,NA,2.746666666666693
RBRMVI-VII-VIII,1986,2000,0,NA,multinational-ICES-VI-VII-VIII,Red seabream VI-VII-VIII,Pagellus bogaraveo,Red seabream,3,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Pagellus,127059,63.82,15,70,0.2,400,448.6666666666667,NA,-4.853333333333373
RBRMX,1986,730,0,NA,multinational-ICES-X,Red seabream Azores Grounds,Pagellus bogaraveo,Red seabream,4,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Pagellus,127059,63.82,15,70,0.2,146,140.13333333333333,NA,-3.446666666666699
REDDEEPDP-1-2-V-XII-XIV,1986,0,0,NA,multinational-ICES-DP-1-2-V-XII-XIV,Beaked Redfish Areas V-XII-XIV and NAFO Subareas 1-2 (deep),Sebastes mentella,Beaked Redfish,4,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,127254,72.16,75,77.5,0.2,0,0,NA,-1368.666666666558
REDDEEPSH1-2-V-XII-XIV,1986,105000,0,NA,multinational-ICES-SH-1-2-V-XII-XIV,Beaked Redfish Areas V-XII-XIV and NAFO Subareas 1-2 (shallow),Sebastes mentella,Beaked Redfish,4,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,127254,72.16,75,77.5,0.2,21000,16100,NA,153.25333333334035
REDDEEPVa-XIV,1986,18900,0,NA,multinational-ICES-Va-XIV,Beaked Redfish Va and XIV,Sebastes mentella,Beaked Redfish,4,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,127254,72.16,75,77.5,0.2,3780,4546.666666666667,NA,-82.60000000000028
REDDEEPXIVb,1986,12100,0,NA,multinational-ICES-XIVb,Beaked Redfish Southeast Greenland,Sebastes mentella,Beaked Redfish,4,Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,127254,72.16,75,77.5,0.2,2420,2040.6666666666667,NA,-137.2000000000007
