"year","scientificname","group","commonname","total_catch","total_biomass"
1990,"Scophthalmus rhombus",4,"Brill",1,0
1990,"Sebastes mentella",4,"Beaked Redfish",66400,0
1990,"Sebastes mentella",4,"Deepwater Redfish",0,0
1990,"Sebastes norvegicus",4,"Golden Redfish",94400,466000
1990,"Solea solea",2,"Common sole",5920,18300
1990,"Solea solea",3,"Common sole",5311,33780
1990,"Solea solea",4,"Common sole",36150,155450
1990,"Sprattus sprattus",3,"Sprat",4390,0
1990,"Sprattus sprattus",4,"Sprat",163100,2420000
1990,"Squalus acanthias",3,"Spurdog",29900,56200
1990,"Squatina squatina",3,"Angel shark",3,0
1990,"Trachurus picturatus",4,"Blue jack mackerel",3580,0
1990,"Trachurus trachurus",3,"Horse mackerel",297000,4860000
1990,"Trisopterus esmarkii",4,"Norway pout",142320,234000
1991,"Amblyraja radiata",4,"Starry ray",0,0
1991,"Ammodytes spp",4,"Sand eel",832717,2251000
1991,"Aphanopus carbo",3,"Black scabbardfish",6.79,0
1991,"Argentina silus",3,"Greater silver smelt",14,0
1991,"Argentina silus",4,"Greater silver smelt",15090,0
1991,"Beryx spp",3,"Beryx spp",371,0
1991,"Brosme brosme",3,"Tusk",12500,0
1991,"Brosme brosme",4,"Tusk",28170,36900
1991,"Capros aper",3,"Boarfish",0,0.516
1991,"Centrophorus squamosus",3,"Leafscale gulper shark",2510,0
1991,"Cetorhinus maximus",3,"Basking shark",753,0
1991,"Clupea harengus",3,"Herring",754200,4795700
1991,"Clupea harengus",4,"Herring",658400,7316000
1991,"Coryphaenoides rupestris",3,"Roundnose grenadier",10413,0
1991,"Coryphaenoides rupestris",4,"Roundnose grenadier",9040,0
1991,"Dalatias licha",3,"Kitefin shark",908,0
1991,"Dicentrarchus labrax",1,"European seabass",867,0
1991,"Dicentrarchus labrax",3,"European seabass",0,13100
1991,"Engraulis encrasicolus",1,"Anchovy",5920,0
1991,"Engraulis encrasicolus",3,"Anchovy",19600,31300
1991,"Eutrigla gurnardus",3,"Grey gurnard",0,0
1991,"Gadus morhua",3,"Atlantic Cod",9340,19500
1991,"Gadus morhua",3,"Atlantic cod",126260,349000
1991,"Gadus morhua",4,"Atlantic cod",840851,2552600
1991,"Glyptocephalus cynoglossus",3,"Witch flounder",3640,0
1991,"Hoplostethus atlanticus",3,"Orange roughy",5020,0
1991,"Lamna nasus",3,"Porbeagle shark",482,0
1991,"Lepidorhombus boscii",1,"Fourspotted megrim",2130,6620
1991,"Lepidorhombus spp",4,"Megrim spp",1050,0
1991,"Lepidorhombus spp",4,"Megrim spp.",4510,0
1991,"Lepidorhombus whiffiagonis",1,"Megrim",655,1810
1991,"Lepidorhombus whiffiagonis",2,"Megrim",18400,70600
1991,"Leucoraja naevus",4,"Cuckoo ray",0,0
1991,"Limanda limanda",4,"Dab",2170,0
1991,"Lophius budegassa",1,"Black bellied angler",2160,0
1991,"Lophius budegassa",2,"Black bellied angler",0,0
1991,"Lophius piscatorius",1,"White anglerfish",3640,4770
1991,"Lophius piscatorius",2,"White anglerfish",16800,61900
1991,"Macrourus berglax",3,"Roughhead grenadier",829,0
1991,"Mallotus villosus",4,"Capelin",1610000,7290000
1991,"Melanogrammus aeglefinus",4,"Haddock",215430,1185500
1991,"Merlangius merlangus",3,"Whiting",136950,396100
1991,"Merlangius merlangus",4,"Whiting",11960,52200
1991,"Merluccius merluccius",1,"Hake",12800,21500
1991,"Merluccius merluccius",2,"Hake",58100,67500
1991,"Micromesistius poutassou",3,"Blue whiting",364000,3230000
1991,"Microstomus kitt",3,"Lemon sole",0,0
1991,"Molva dypterygia",3,"Blue ling",15470,0
1991,"Molva molva",3,"Ling",26800,0
1991,"Molva molva",4,"Ling",18090,16400
1991,"Mullus surmuletus",1,"Striped red mullet",1440,0
1991,"Nephrops norvegicus",2,"Norway lobster",5970,0
1991,"Nephrops norvegicus",3,"Norway lobster",169,0
1991,"Nephrops norvegicus",4,"Norway lobster",37108,0
1991,"Pagellus bogaraveo",3,"Red seabream",257,0
1991,"Pagellus bogaraveo",4,"Red seabream",1406,0
1991,"Pandalus borealis",4,"Northern shrimp",87406,32401.85
1991,"Platichthys flesus",4,"European flounder",6889,0
1991,"Pleuronectes platessa",3,"European Plaice",7001,26790.972
1991,"Pleuronectes platessa",4,"European Plaice",238000,504000
1991,"Pollachius pollachius",1,"European pollack",2170,0
1991,"Pollachius pollachius",4,"European pollack",0,0
1991,"Pollachius virens",4,"Pollock",292900,818000
1991,"Pollachius virens",4,"Pollock or saithe",102000,337000
1991,"Raja undulata",3,"Undulate ray",0,0
1991,"Reinhardtius hippoglossoides",4,"Greenland halibut",38033300,0
1991,"Sardina pilchardus",1,"European pilchard",133000,517000
1991,"Sardina pilchardus",3,"Sardine",9390,0
1991,"Scomber scombrus",2,"Mackerel",676000,4320000
1991,"Scophthalmus maximus",4,"Turbot",276,0
1991,"Scophthalmus rhombus",3,"Brill",0,0
1991,"Scophthalmus rhombus",4,"Brill",15,0
1991,"Sebastes mentella",4,"Beaked Redfish",82019,1.63
1991,"Sebastes mentella",4,"Deepwater Redfish",0,0
1991,"Sebastes norvegicus",4,"Golden Redfish",75100,444000
1991,"Solea solea",2,"Common sole",5570,19000
1991,"Solea solea",3,"Common sole",5573,34280
1991,"Solea solea",4,"Common sole",34510,130830
1991,"Sprattus sprattus",3,"Sprat",4310,0
1991,"Sprattus sprattus",4,"Sprat",232000,4550000
1991,"Squalus acanthias",3,"Spurdog",29600,53600
1991,"Squatina squatina",3,"Angel shark",2,0
1991,"Trachurus picturatus",4,"Blue jack mackerel",2060,0
1991,"Trachurus trachurus",3,"Horse mackerel",299900,4500000
1991,"Trisopterus esmarkii",4,"Norway pout",194350,313000
1992,"Amblyraja radiata",4,"Starry ray",0,0
1992,"Ammodytes spp",4,"Sand eel",840170,2089000
1992,"Aphanopus carbo",3,"Black scabbardfish",8.53,0
1992,"Argentina silus",3,"Greater silver smelt",475,0
1992,"Argentina silus",4,"Greater silver smelt",19670,0
1992,"Beryx spp",3,"Beryx spp",460,0
1992,"Brosme brosme",3,"Tusk",12400,0
1992,"Brosme brosme",4,"Tusk",24867,34100
1992,"Capros aper",3,"Boarfish",0,0.837
1992,"Centrophorus squamosus",3,"Leafscale gulper shark",4630,0
1992,"Cetorhinus maximus",3,"Basking shark",1700,0
1992,"Clupea harengus",3,"Herring",804170,4833500
1992,"Clupea harengus",4,"Herring",690600,7838000
1992,"Coryphaenoides rupestris",3,"Roundnose grenadier",12488,0
1992,"Coryphaenoides rupestris",4,"Roundnose grenadier",4310,0
1992,"Dalatias licha",3,"Kitefin shark",772,0
1992,"Dicentrarchus labrax",1,"European seabass",743,0
1992,"Dicentrarchus labrax",3,"European seabass",0,14700
1992,"Engraulis encrasicolus",1,"Anchovy",3170,0
1992,"Engraulis encrasicolus",3,"Anchovy",37900,75000
1992,"Eutrigla gurnardus",3,"Grey gurnard",0,0
1992,"Gadus morhua",3,"Atlantic Cod",9750,21900
1992,"Gadus morhua",3,"Atlantic cod",149830,528200
1992,"Gadus morhua",4,"Atlantic cod",912164,2630200
1992,"Glyptocephalus cynoglossus",3,"Witch flounder",3160,0
1992,"Hoplostethus atlanticus",3,"Orange roughy",4950,0
1992,"Lamna nasus",3,"Porbeagle shark",629,0
1992,"Lepidorhombus boscii",1,"Fourspotted megrim",2350,6370
1992,"Lepidorhombus spp",4,"Megrim spp",1070,0
1992,"Lepidorhombus spp",4,"Megrim spp.",4840,0
1992,"Lepidorhombus whiffiagonis",1,"Megrim",558,1810
1992,"Lepidorhombus whiffiagonis",2,"Megrim",18600,71600
1992,"Leucoraja naevus",4,"Cuckoo ray",0,0
1992,"Limanda limanda",4,"Dab",1910,0
1992,"Lophius budegassa",1,"Black bellied angler",2110,0
1992,"Lophius budegassa",2,"Black bellied angler",0,0
1992,"Lophius piscatorius",1,"White anglerfish",3380,4480
1992,"Lophius piscatorius",2,"White anglerfish",13600,56900
1992,"Macrourus berglax",3,"Roughhead grenadier",431,0
1992,"Mallotus villosus",4,"Capelin",1908000,5150000
1992,"Melanogrammus aeglefinus",4,"Haddock",264680,1291300
1992,"Merlangius merlangus",3,"Whiting",121800,366600
1992,"Merlangius merlangus",4,"Whiting",15588,69300
1992,"Merluccius merluccius",1,"Hake",14300,20700
1992,"Merluccius merluccius",2,"Hake",56600,66500
1992,"Micromesistius poutassou",3,"Blue whiting",475000,3540000
1992,"Microstomus kitt",3,"Lemon sole",0,0
1992,"Molva dypterygia",3,"Blue ling",16300,0
1992,"Molva molva",3,"Ling",25600,0
1992,"Molva molva",4,"Ling",15220,15600
1992,"Mullus surmuletus",1,"Striped red mullet",1240,0
1992,"Nephrops norvegicus",2,"Norway lobster",7030,0
1992,"Nephrops norvegicus",3,"Norway lobster",409,0
1992,"Nephrops norvegicus",4,"Norway lobster",34284,0
1992,"Pagellus bogaraveo",3,"Red seabream",164,0
1992,"Pagellus bogaraveo",4,"Red seabream",1897,0
1992,"Pandalus borealis",4,"Northern shrimp",83160,34601.83
1992,"Platichthys flesus",4,"European flounder",6325,0
1992,"Pleuronectes platessa",3,"European Plaice",7212,24480.885
1992,"Pleuronectes platessa",4,"European Plaice",194000,437000
1992,"Pollachius pollachius",1,"European pollack",1960,0
1992,"Pollachius pollachius",4,"European pollack",0,0
1992,"Pollachius virens",4,"Pollock",280500,901000
1992,"Pollachius virens",4,"Pollock or saithe",79600,288000
1992,"Raja undulata",3,"Undulate ray",0,0
1992,"Reinhardtius hippoglossoides",4,"Greenland halibut",35508600,346000
1992,"Sardina pilchardus",1,"European pilchard",130000,851000
1992,"Sardina pilchardus",3,"Sardine",24200,0
1992,"Scomber scombrus",2,"Mackerel",761000,3880000
1992,"Scophthalmus maximus",4,"Turbot",309,0
1992,"Scophthalmus rhombus",3,"Brill",0,0
1992,"Scophthalmus rhombus",4,"Brill",28,0
1992,"Sebastes mentella",4,"Beaked Redfish",116420,1.65
1992,"Sebastes mentella",4,"Deepwater Redfish",15600,289000
1992,"Sebastes norvegicus",4,"Golden Redfish",71900,426000
1992,"Solea solea",2,"Common sole",6550,20500
1992,"Solea solea",3,"Common sole",5260,37290
1992,"Solea solea",4,"Common sole",30590,132200
1992,"Sprattus sprattus",3,"Sprat",9310,0
1992,"Sprattus sprattus",4,"Sprat",300500,4150000
1992,"Squalus acanthias",3,"Spurdog",29000,50600
1992,"Squatina squatina",3,"Angel shark",1,0
1992,"Trachurus picturatus",4,"Blue jack mackerel",2120,0
1992,"Trachurus trachurus",1,"Horse mackerel",27900,0
1992,"Trachurus trachurus",3,"Horse mackerel",409000,4110000
1992,"Trisopterus esmarkii",4,"Norway pout",307160,490000
1993,"Amblyraja radiata",4,"Starry ray",0,0
1993,"Ammodytes spp",4,"Sand eel",592316,1638000
1993,"Aphanopus carbo",3,"Black scabbardfish",9.54,0
1993,"Argentina silus",3,"Greater silver smelt",514,0
1993,"Argentina silus",4,"Greater silver smelt",13330,0
1993,"Beryx spp",3,"Beryx spp",729,0
1993,"Brosme brosme",3,"Tusk",10000,0
1993,"Brosme brosme",4,"Tusk",24700,32100
1993,"Capros aper",3,"Boarfish",0,1.01
1993,"Centrophorus squamosus",3,"Leafscale gulper shark",5150,0
1993,"Cetorhinus maximus",3,"Basking shark",1370,0
1993,"Clupea harengus",3,"Herring",762510,4623300
1993,"Clupea harengus",4,"Herring",832300,8806000
1993,"Coryphaenoides rupestris",3,"Roundnose grenadier",12426,0
1993,"Coryphaenoides rupestris",4,"Roundnose grenadier",4670,0
1993,"Dalatias licha",3,"Kitefin shark",602,0
1993,"Dicentrarchus labrax",1,"European seabass",694,0
1993,"Dicentrarchus labrax",3,"European seabass",0,16700
1993,"Engraulis encrasicolus",1,"Anchovy",1980,0
1993,"Engraulis encrasicolus",3,"Anchovy",40400,75000
1993,"Eutrigla gurnardus",3,"Grey gurnard",0,0
1993,"Gadus morhua",3,"Atlantic Cod",10400,21000
1993,"Gadus morhua",3,"Atlantic cod",167710,414900
1993,"Gadus morhua",4,"Atlantic cod",958946,3111610
1993,"Glyptocephalus cynoglossus",3,"Witch flounder",2670,0
1993,"Hoplostethus atlanticus",3,"Orange roughy",2950,0
1993,"Lamna nasus",3,"Porbeagle shark",862,0
1993,"Lepidorhombus boscii",1,"Fourspotted megrim",1820,6010
1993,"Lepidorhombus spp",4,"Megrim spp",925,0
1993,"Lepidorhombus spp",4,"Megrim spp.",5110,0
1993,"Lepidorhombus whiffiagonis",1,"Megrim",421,1570
1993,"Lepidorhombus whiffiagonis",2,"Megrim",18000,72300
1993,"Leucoraja naevus",4,"Cuckoo ray",0,0
1993,"Limanda limanda",4,"Dab",1730,0
1993,"Lophius budegassa",1,"Black bellied angler",2230,0
1993,"Lophius budegassa",2,"Black bellied angler",0,0
1993,"Lophius piscatorius",1,"White anglerfish",2330,3750
1993,"Lophius piscatorius",2,"White anglerfish",14900,60100
1993,"Macrourus berglax",3,"Roughhead grenadier",206,0
1993,"Mallotus villosus",4,"Capelin",1766000,796000
1993,"Melanogrammus aeglefinus",3,"Haddock",5740,23190
1993,"Melanogrammus aeglefinus",4,"Haddock",329130,1631500
1993,"Merlangius merlangus",3,"Whiting",126230,336400
1993,"Merlangius merlangus",4,"Whiting",11728,76900
1993,"Merluccius merluccius",1,"Hake",12200,16800
1993,"Merluccius merluccius",2,"Hake",52100,58900
1993,"Micromesistius poutassou",3,"Blue whiting",475000,3420000
1993,"Microstomus kitt",3,"Lemon sole",0,0
1993,"Molva dypterygia",3,"Blue ling",15590,0
1993,"Molva molva",3,"Ling",28500,0
1993,"Molva molva",4,"Ling",14660,15200
1993,"Mullus surmuletus",1,"Striped red mullet",1100,0
1993,"Mustelus spp",3,"Smooth-hound",0,0
1993,"Nephrops norvegicus",2,"Norway lobster",6120,0
1993,"Nephrops norvegicus",3,"Norway lobster",455,0
1993,"Nephrops norvegicus",4,"Norway lobster",47371,0
1993,"Pagellus bogaraveo",3,"Red seabream",197,0
1993,"Pagellus bogaraveo",4,"Red seabream",1830,0
1993,"Pandalus borealis",4,"Northern shrimp",70570,38701.46
1993,"Platichthys flesus",4,"European flounder",6637,0
1993,"Pleuronectes platessa",3,"European Plaice",6221,22780.802
1993,"Pleuronectes platessa",4,"European Plaice",164000,387000
1993,"Pollachius pollachius",1,"European pollack",1510,0
1993,"Pollachius pollachius",4,"European pollack",0,0
1993,"Pollachius virens",4,"Pollock",321500,1022000
1993,"Pollachius virens",4,"Pollock or saithe",71500,231000
1993,"Raja brachyura",3,"Blonde ray",0,0
1993,"Raja clavata",3,"Thornback skate",0,0
1993,"Raja microocellata",3,"Smalleyed ray",0,0
1993,"Raja montagui",3,"Spotted ray",0,0
1993,"Raja undulata",3,"Undulate ray",0,0
1993,"Reinhardtius hippoglossoides",4,"Greenland halibut",41211900,421000
1993,"Sardina pilchardus",1,"European pilchard",142000,962000
1993,"Sardina pilchardus",3,"Sardine",19600,0
1993,"Scomber scombrus",2,"Mackerel",825000,3650000
1993,"Scophthalmus maximus",4,"Turbot",349,0
1993,"Scophthalmus rhombus",3,"Brill",0,0
1993,"Scophthalmus rhombus",4,"Brill",35,0
1993,"Scyliorhinus canicula",3,"Lesser spotted dogfish",0,0
1993,"Sebastes mentella",4,"Beaked Redfish",182100,1.66
1993,"Sebastes mentella",4,"Deepwater Redfish",12800,305000
1993,"Sebastes norvegicus",4,"Golden Redfish",66900,409000
1993,"Solea solea",2,"Common sole",6420,19800
1993,"Solea solea",3,"Common sole",5760,34710
1993,"Solea solea",4,"Common sole",32940,121230
1993,"Sprattus sprattus",3,"Sprat",6410,0
1993,"Sprattus sprattus",4,"Sprat",396100,4230000
1993,"Squalus acanthias",3,"Spurdog",25600,47800
1993,"Squatina squatina",3,"Angel shark",1,0
1993,"Trachurus picturatus",4,"Blue jack mackerel",3020,0
1993,"Trachurus trachurus",1,"Horse mackerel",31500,0
1993,"Trachurus trachurus",3,"Horse mackerel",466600,3660000
1993,"Trisopterus esmarkii",4,"Norway pout",188340,286000
1994,"Amblyraja radiata",4,"Starry ray",0,0
1994,"Ammodytes spp",4,"Sand eel",882270,2068000
1994,"Aphanopus carbo",3,"Black scabbardfish",7.57,0
1994,"Argentina silus",3,"Greater silver smelt",59,0
1994,"Argentina silus",4,"Greater silver smelt",16550,0
1994,"Beryx spp",3,"Beryx spp",1490,0
1994,"Brosme brosme",3,"Tusk",9140,0
1994,"Brosme brosme",4,"Tusk",20308,31800
1994,"Capros aper",3,"Boarfish",0,1.24
1994,"Centrophorus squamosus",3,"Leafscale gulper shark",6460,0
1994,"Cetorhinus maximus",3,"Basking shark",1080,0
1994,"Clupea harengus",3,"Herring",650430,4404900
1994,"Clupea harengus",4,"Herring",1113700,10634000
1994,"Coryphaenoides rupestris",3,"Roundnose grenadier",9279,0
1994,"Coryphaenoides rupestris",4,"Roundnose grenadier",2760,0
1994,"Dalatias licha",3,"Kitefin shark",320,0
1994,"Dicentrarchus labrax",1,"European seabass",863,0
1994,"Dicentrarchus labrax",3,"European seabass",0,18700
1994,"Engraulis encrasicolus",1,"Anchovy",3390,0
1994,"Engraulis encrasicolus",3,"Anchovy",34600,49600
1994,"Eutrigla gurnardus",3,"Grey gurnard",0,0
1994,"Gadus morhua",3,"Atlantic Cod",10600,26300
1994,"Gadus morhua",3,"Atlantic cod",155540,523100
1994,"Gadus morhua",4,"Atlantic cod",1156483,3052060
1994,"Glyptocephalus cynoglossus",3,"Witch flounder",2700,0
1994,"Hoplostethus atlanticus",3,"Orange roughy",2810,0
1994,"Lamna nasus",3,"Porbeagle shark",1050,0
1994,"Lepidorhombus boscii",1,"Fourspotted megrim",1920,6400
1994,"Lepidorhombus spp",4,"Megrim spp",1050,0
1994,"Lepidorhombus spp",4,"Megrim spp.",5200,0
1994,"Lepidorhombus whiffiagonis",1,"Megrim",492,1290
1994,"Lepidorhombus whiffiagonis",2,"Megrim",17000,70400
1994,"Leucoraja naevus",4,"Cuckoo ray",0,0
1994,"Limanda limanda",4,"Dab",3110,0
1994,"Lophius budegassa",1,"Black bellied angler",1580,0
1994,"Lophius budegassa",2,"Black bellied angler",0,0
1994,"Lophius piscatorius",1,"White anglerfish",2010,3790
1994,"Lophius piscatorius",2,"White anglerfish",17200,71900
1994,"Macrourus berglax",3,"Roughhead grenadier",10,0
1994,"Mallotus villosus",4,"Capelin",864000,2e+05
1994,"Melanogrammus aeglefinus",3,"Haddock",7530,41800
1994,"Melanogrammus aeglefinus",4,"Haddock",384550,1771000
1994,"Merlangius merlangus",1,"Whiting",3650,0
1994,"Merlangius merlangus",3,"Whiting",109940,328950
1994,"Merlangius merlangus",4,"Whiting",9440,64900
1994,"Merluccius merluccius",1,"Hake",10900,12700
1994,"Merluccius merluccius",2,"Hake",51600,52600
1994,"Micromesistius poutassou",3,"Blue whiting",458000,3400000
1994,"Microstomus kitt",3,"Lemon sole",0,0
1994,"Molva dypterygia",3,"Blue ling",7940,0
1994,"Molva molva",3,"Ling",29800,0
1994,"Molva molva",4,"Ling",14050,15100
1994,"Mullus surmuletus",1,"Striped red mullet",1020,0
1994,"Mustelus spp",3,"Smooth-hound",0,0
1994,"Nephrops norvegicus",2,"Norway lobster",4830,0
1994,"Nephrops norvegicus",3,"Norway lobster",570,0
1994,"Nephrops norvegicus",4,"Norway lobster",48284,0
1994,"Pagellus bogaraveo",3,"Red seabream",141,0
1994,"Pagellus bogaraveo",4,"Red seabream",1983,0
1994,"Pandalus borealis",4,"Northern shrimp",41060,40801.38
1994,"Platichthys flesus",4,"European flounder",9809,0
1994,"Pleuronectes platessa",1,"European Plaice",399,0
1994,"Pleuronectes platessa",3,"European Plaice",6053,22000.657
1994,"Pleuronectes platessa",4,"European Plaice",146000,330000
1994,"Pollachius pollachius",1,"European pollack",1960,0
1994,"Pollachius pollachius",4,"European pollack",0,0
1994,"Pollachius virens",4,"Pollock",307200,953000
1994,"Pollachius virens",4,"Pollock or saithe",63600,187000
1994,"Raja brachyura",3,"Blonde ray",0,0
1994,"Raja clavata",3,"Thornback skate",0,0
1994,"Raja microocellata",3,"Smalleyed ray",0,0
1994,"Raja montagui",3,"Spotted ray",0,0
1994,"Raja undulata",3,"Undulate ray",0,0
1994,"Reinhardtius hippoglossoides",4,"Greenland halibut",37209230,476000
1994,"Sardina pilchardus",1,"European pilchard",137000,810000
1994,"Sardina pilchardus",3,"Sardine",24200,0
1994,"Scomber scombrus",2,"Mackerel",819000,3120000
1994,"Scophthalmus maximus",4,"Turbot",352,0
1994,"Scophthalmus rhombus",3,"Brill",0,0
1994,"Scophthalmus rhombus",4,"Brill",63,0
1994,"Scyliorhinus canicula",3,"Lesser spotted dogfish",0,0
1994,"Sebastes mentella",4,"Beaked Redfish",224700,1.65
1994,"Sebastes mentella",4,"Deepwater Redfish",12700,481000
1994,"Sebastes norvegicus",4,"Golden Redfish",60500,396000
1994,"Solea solea",2,"Common sole",7230,19200
1994,"Solea solea",3,"Common sole",5549,31980
1994,"Solea solea",4,"Common sole",34200,104830
1994,"Sprattus sprattus",3,"Sprat",8520,0
1994,"Sprattus sprattus",4,"Sprat",699000,3350000
1994,"Squalus acanthias",3,"Spurdog",20900,45100
1994,"Squatina squatina",3,"Angel shark",1,0
1994,"Trachurus picturatus",4,"Blue jack mackerel",2850,0
1994,"Trachurus trachurus",1,"Horse mackerel",28400,0
1994,"Trachurus trachurus",3,"Horse mackerel",417630,3240000
1994,"Trisopterus esmarkii",4,"Norway pout",198100,229000
1995,"Amblyraja radiata",4,"Starry ray",0,0
1995,"Ammodytes spp",4,"Sand eel",903580,2865000
1995,"Aphanopus carbo",3,"Black scabbardfish",8.29,0
1995,"Argentina silus",3,"Greater silver smelt",1620,0
1995,"Argentina silus",4,"Greater silver smelt",25060,0
1995,"Beryx spp",3,"Beryx spp",817,0
1995,"Brosme brosme",3,"Tusk",8900,0
1995,"Brosme brosme",4,"Tusk",19408,31400
1995,"Capros aper",3,"Boarfish",0,1.02
1995,"Centrophorus squamosus",3,"Leafscale gulper shark",6510,0
1995,"Cetorhinus maximus",3,"Basking shark",629,0
